"index","start_point","end_point","time"
"294","531","p6","[389, 448, 6139, 449, 388, 771, 977, 768, 439, 419, 456, 23555, 928, 539, 958, 478, 460, 210, 576, 616, 415]"
"295","b21","b21","[0, 61, 60, 75, 57, 119]"
"296","b21","b8","[73, 70, 129, 150]"
"297","b21","b2","[193]"
"298","b8","b2","[120, 59, 30, 269, 119, 89, 90, 60, 149, 337, 1246, 1156, 199, 129, 100, 15280, 132, 35, 107, 102]"
"299","538","533","[60, 30, 329, 59, 298, 71, 29]"
"300","533","533","[0, 60, 59, 90, 777, 119, 99, 39]"
"301","532","532","[0, 60, 136, 269, 306, 59, 150, 138]"
"302","532","531","[119, 60, 30, 59, 101, 418, 209, 179, 239, 210, 180, 240, 150, 12, 149, 303, 322, 106, 38, 89, 90, 338, 91, 40, 67, 82, 14]"
"303","532","b5","[806, 658]"
"304","532","b2","[926, 536, 779, 598, 672, 537, 567, 718, 570]"
"305","531","b5","[687, 685, 358, 774, 628, 809, 928, 677, 1941, 749, 568, 715, 3355]"
"306","531","b2","[807, 658, 509, 745, 388, 596, 546, 866, 594, 689, 598, 808, 568, 927, 538, 749, 479, 779, 629, 873, 569, 539, 570, 535, 566]"
"307","b5","b2","[120, 90, 923, 803, 60, 52, 73, 30, 139, 42, 61, 37, 130, 71, 149, 1464, 89, 180, 150, 520, 2808, 59, 119, 116, 45]"
"308","b40","b44","[90, 30, 83]"
"309","b44","b35","[60, 30, 46, 40, 31]"
"310","b44","b12","[209, 268, 269, 309, 270, 179]"
"311","b44","322","[329]"
"312","b35","b12","[149, 276, 267, 249, 179, 238, 268, 208, 270, 239, 269, 210]"
"313","b35","322","[269]"
"314","b12","322","[120, 2938, 89, 90, 179, 149, 202]"
"315","b9","b7","[60, 269, 73, 67]"
"316","b9","b24","[150]"
"317","b7","b7","[0, 86, 90, 149, 59, 60, 89, 75, 24, 768, 56, 91, 119]"
"318","b7","b17","[60, 150, 59, 41850, 208, 120, 50, 149, 209, 90, 2006, 62, 63, 65, 270, 110, 180, 157, 179, 76, 137, 61, 141, 97, 58]"
"319","b7","b24","[90, 89, 179, 149, 3001, 150, 92, 120, 111]"
"320","b17","b24","[30, 29, 40, 60, 31, 285, 24]"
"321","524L","524L","[0, 30, 45, 77, 86]"
"322","524L","523L","[120, 75, 34, 74]"
"323","523L","523L","[0, 60, 210, 90, 73]"
"324","521L","521L","[0]"
"325","521L","b28","[418, 298]"
"326","723","328","[90, 59, 119, 60, 120, 144, 507, 180, 713, 76]"
"327","328","328","[0, 60, 31, 30, 186, 44, 269, 477, 90, 84, 59, 149, 120, 114, 78, 66, 47]"
"328","321","323","[90, 120, 60, 89, 59, 127, 150, 200, 389, 53, 92]"
"329","b6","b28","[89, 141, 1164, 2960, 209, 77, 389, 150, 187, 180, 142, 149, 269, 218]"
"330","b40","531","[390, 748, 446, 379, 447, 477, 448, 583, 465, 450, 419, 449, 539, 276, 389, 439, 778, 269, 420, 689, 540, 330, 270, 370]"
"331","b40","535","[659, 448, 526, 389, 449, 509, 419, 680, 359]"
"332","b40","550","[868, 839, 598, 691]"
"333","531","535","[269, 59, 179, 208, 41, 89, 298, 29, 238, 479, 60, 30, 210, 90, 180, 750, 76, 242]"
"334","531","550","[478, 298, 413, 217, 389, 240, 209, 191, 282, 210, 239, 572]"
"335","535","550","[209, 176, 273, 239, 299, 419, 179, 181, 150]"
"336","550","550","[0, 60, 89, 115, 90, 180, 120, 30, 59, 76, 249]"
"337","544","b15","[659, 749]"
"338","544","b8","[719]"
"339","531","b15","[510, 538, 657, 509, 507, 576, 747, 611, 823, 569, 508, 775, 539, 599, 445]"
"340","531","b8","[570, 688, 598, 659, 580, 776, 775, 755, 388, 3254, 740, 708, 716, 660]"
"341","b15","b8","[60, 449, 90, 4621, 2512, 179, 209, 83, 89, 186, 58, 655, 120, 605, 175, 150, 119, 52]"
"342","b12","b8","[594, 4681, 60, 209, 46, 57, 30, 65, 18, 132]"
"343","b6","b18","[90, 269, 179, 149, 119, 60, 89, 180, 59, 76]"
"344","b6","b45","[927, 278, 150, 179, 149]"
"345","b6","b15","[1047, 60, 120, 149, 729, 119, 210, 150, 562, 136, 137, 56]"
"346","b6","b12","[1137, 60, 59, 30, 119, 76, 31, 89, 1987, 389, 68, 63]"
"347","b18","b45","[837, 90, 89, 447, 120, 388, 393, 92, 96, 3657, 270, 63, 82, 767, 84, 67]"
"348","b18","b15","[957, 30, 60, 31, 270, 250, 846, 29, 35, 59, 23174, 128, 240, 26]"
"349","b18","b12","[1047, 3087, 104, 209, 217, 208, 179, 119, 167, 148, 120, 112, 180, 149, 101, 82, 150, 210]"
"350","b45","b15","[120, 119, 118, 123, 389, 150, 149, 90]"
"351","b15","b12","[90, 418, 119, 149, 60, 66, 446, 179, 126, 180, 1868, 120, 184, 1383]"
"352","b33","531","[448, 541, 595, 507, 477, 388, 778, 390, 415, 270, 363]"
"353","b44","b24","[59, 60, 89, 90, 297]"
"354","b10","323","[89, 90, 60, 3325, 240, 303, 59]"
"355","b2","p2","[119, 29170, 209, 1678, 216, 855, 885, 60, 149, 268, 298, 120, 179, 1958, 195, 239, 5201, 7237]"
"356","b29","p5","[60, 89, 59, 90, 30, 179, 39118, 61, 68, 160, 78, 316, 73, 65, 3623, 3593, 1042, 2134, 124, 33]"
"357","537","543","[60, 89, 59, 360, 85]"
"358","543","543","[0, 60, 89, 59, 30, 150, 239, 76, 90, 61, 48, 210, 311]"
"359","550","539","[120, 150, 209, 208, 268, 179, 269, 149, 180, 424, 119, 210, 300, 155, 137, 153, 158, 693, 207, 112, 168]"
"360","550","531","[205, 419, 239, 329, 269, 328, 208, 449, 389, 418, 209, 245, 341, 266, 240, 270, 299, 218, 238, 179, 248, 410, 210, 325, 249, 450, 346, 715, 180]"
"361","550","b18","[782, 748, 1819, 1025, 927, 838, 808, 777, 717, 716]"
"362","539","531","[85, 82, 150, 90, 89, 113, 60, 149, 59, 328, 300, 72, 120, 119, 329, 237, 389, 209, 450, 65, 629, 239, 179, 210, 70, 243, 262, 77, 342, 269, 107, 530, 180, 131, 71, 67, 61, 153, 76, 470, 68, 770, 172]"
"363","539","b18","[662, 569, 620, 657, 597, 598, 836, 627, 626, 596, 595, 655, 536, 719, 568, 658, 528, 628, 807, 539, 819, 733, 672, 566, 659, 599, 638, 593, 1099, 692, 654, 720, 630, 570, 710]"
"364","531","b18","[577, 538, 507, 509, 477, 598, 747, 478, 566, 447, 565, 567, 479, 536, 506, 486, 4182, 448, 591, 629, 659, 559, 628, 568, 688, 508, 449, 867, 838, 518, 540, 510, 390, 419]"
"365","b8","b12","[60, 59, 208, 139, 48, 22, 124, 45, 120, 62, 246, 51, 73, 10201]"
"366","b8","b6","[90, 30, 72, 15, 117, 3052, 89, 79, 86, 249, 119, 120, 60, 70, 121]"
"367","b12","b6","[30, 60, 39, 90, 29, 57, 59, 35, 120, 31, 163, 61, 209, 82]"
"368","329","724","[60, 59, 29, 62, 210, 61, 57, 70, 52, 148, 30, 55, 58, 108, 92]"
"369","324","b5","[150, 269, 180, 149, 179, 119, 208, 209, 711, 651, 596, 148, 329, 509, 658, 308, 334, 274, 214, 252, 120, 4830, 164, 123, 278, 326, 2952, 1808, 190]"
"370","324","b2","[240, 238, 327, 267, 328, 268, 269, 447, 149, 209, 298, 389, 180, 210, 119, 299, 196, 205, 295, 287, 265, 222, 270, 239, 518, 188, 150]"
"371","324","b15","[270, 19193, 370, 269, 239, 299, 218, 290, 300, 420]"
"372","324","b29","[330, 267, 252, 531]"
"373","324","b10","[509, 569, 179, 120, 268, 208, 134, 238, 119, 89, 145, 358, 388, 239, 150, 126, 209, 99, 136, 236, 149, 196, 210, 180, 1264]"
"374","b5","b29","[180, 192, 90, 208, 209, 269, 120, 72, 138, 147, 210, 200, 222, 119, 179, 309, 93, 211, 150]"
"375","b5","b10","[359, 419, 180, 60, 90, 75, 30, 31, 89, 76, 78, 64]"
"376","b2","b15","[30, 180, 59, 60, 18955, 777, 209, 29, 120, 149, 13610, 90]"
"377","b2","b29","[90, 306, 209, 2167, 60, 119, 26060, 268, 299, 89, 238, 120, 291, 274]"
"378","b2","b10","[269, 329, 89, 90, 149, 51, 59, 144, 109, 150, 142, 240, 34, 60, 157, 119, 120, 146]"
"379","b15","b29","[60, 1359, 4274, 179, 149, 59, 468, 106, 55, 119, 63, 64, 62, 299, 300, 360, 77, 180]"
"380","b15","b10","[239, 299, 89, 120, 149, 60, 208, 119, 148, 376, 128, 179, 121, 150, 245]"
"381","b29","b10","[179, 239, 238, 258, 14012, 210, 265, 165]"
"382","b3","b43","[120, 1761]"
"383","b3","513","[539, 776, 596, 544]"
"384","b26","b43","[60, 59, 149, 151, 90, 117, 381, 69, 144, 89, 135, 61, 52]"
"385","b26","513","[479, 598, 507, 716, 537, 894]"
"386","b43","513","[419, 626, 776, 390]"
"387","513","513","[0, 60, 30, 119, 59, 120, 150, 209, 73, 61, 76, 225, 754, 57]"
"388","b2","b35","[120, 119, 89, 90, 158]"
"389","b2","532","[569, 778]"
"390","b2","537","[599, 665, 790, 596]"
"391","b35","532","[449, 418, 507, 388, 504, 437, 537, 419]"
"392","b35","537","[479]"
"393","532","537","[30, 29, 178, 124, 268, 31, 60, 262, 89]"
"394","542","542","[0, 89, 60, 83, 957, 59, 227, 449, 419, 80, 82, 287, 191]"
"395","542","532","[90, 117, 150, 120, 209, 89, 119, 180, 127, 179, 160, 71]"
"396","b34","b34","[0, 90, 30, 60]"
"397","b34","p6","[30, 60, 90, 1318, 29]"
"398","313","313","[0, 60, 89, 59, 150, 30, 56, 90, 11, 180, 57, 138, 52, 69, 76]"
"399","b73","b73","[0, 269, 179, 240, 60, 209, 90, 59]"
"400","b73","b20","[70, 60, 59, 239, 505, 3223, 89, 149, 120, 150, 85, 90, 119, 69, 68, 66]"
"401","b73","b4","[120, 149, 119, 179, 337, 136]"
"402","b73","b29","[389, 120, 149, 90]"
"403","b20","b4","[50, 60, 59, 239, 270, 237, 248, 68]"
"404","b20","b29","[319, 210, 30, 328, 321]"
"405","b4","b29","[269, 59, 487, 90, 620, 71, 68, 226, 205]"
"406","p5","b65","[11891, 150, 119, 1082, 198, 149, 299, 8314]"
"407","p5","b70","[12011, 131, 149, 2047, 209, 239, 4088, 3053, 274]"
"408","b65","b65","[0, 60, 210, 149, 239]"
"409","b65","b70","[120, 30, 178, 104, 263, 89, 44]"
"410","b69","b69","[0, 1, 717, 179, 60, 59, 120, 53, 90, 115, 150, 180, 112]"
"411","b69","b18","[60, 43, 477, 59, 358, 89, 120, 90, 180, 270]"
"412","p2","b18","[180, 120, 2770, 2740, 1766, 150, 90, 155, 96, 39696, 13290, 119, 10912, 10883, 136, 177, 118, 268, 149, 233, 121, 84, 43188, 3438, 2359, 830, 246, 89, 300, 210, 95, 2611, 104, 259, 179, 279, 5494, 116]"
"413","p2","p5","[269, 209, 2269, 239, 179, 180, 481, 339, 330]"
"414","b18","p5","[89, 82, 253, 59, 90, 358, 238, 209, 119, 85, 954, 436, 15107, 15137, 138, 14809, 14839, 14136, 2194, 120, 60, 298, 419, 479, 158, 112, 340]"
"415","b31","b31","[0]"
"416","b31","540","[540, 599, 509, 856, 581]"
"417","539","533","[81, 60, 89, 59, 73, 120, 154, 694, 62, 119, 150, 209, 190, 90, 57, 52, 145]"
"418","539","b39","[509, 598, 538, 592, 566, 507, 630, 506, 448, 508, 539, 568, 658, 628, 759, 599, 582, 510, 479, 570, 578, 488, 419]"
"419","539","b19","[629, 657, 658, 597, 568, 659, 688, 627, 656, 898, 630]"
"420","539","b8","[719, 801, 688, 922, 895, 478, 789, 949, 830, 716, 865]"
"421","533","b39","[428, 569, 348]"
"422","533","b18","[488, 477, 537, 509, 538, 629, 613, 450]"
"423","533","b19","[548, 508, 570]"
"424","533","b8","[638, 597, 3284, 599]"
"425","b39","b19","[120, 60, 72, 119, 89, 388, 62, 90, 70, 98]"
"426","b39","b8","[210, 209, 861, 268, 149, 238, 298]"
"427","b18","b19","[60, 269, 836, 325, 358, 280, 59, 18, 267, 299, 329, 180, 328, 30, 330, 300]"
"428","b18","b8","[150, 2482, 208, 120, 198, 89, 209, 269, 328, 180, 944, 685, 257, 140, 170, 90, 243, 345, 149, 59, 239, 210, 138, 1345, 1375, 407]"
"429","b19","b8","[90, 1466, 60, 209, 208, 119, 210, 149, 120, 145, 137]"
"430","b7","b8","[176, 90, 80, 73, 89, 265, 149, 30, 59, 60, 8]"
"431","b7","b6","[206, 120, 60, 90, 143, 119, 89, 59, 115, 210, 55, 80, 3374, 84, 76, 57, 81]"
"432","p5","b27","[60, 30, 90, 120, 955, 481, 59, 447, 57, 89, 556, 514, 116, 1662, 274, 3801, 85, 131, 160, 97, 148, 2209, 76, 13547, 1423, 66, 210, 2538, 71, 62, 75, 87, 270, 1098, 6341, 6281, 135, 1601]"
"433","p5","b5","[119, 3192, 178, 120, 179, 149, 139, 145, 270, 150, 1032, 210, 269, 224, 2288, 4650]"
"434","b27","b5","[59, 60, 180]"
"435","b19","b33","[59, 60, 1317, 388, 1553, 358, 64, 55]"
"436","b19","b43","[90, 89, 359, 97, 75, 330, 94, 120]"
"437","b19","535","[568, 663, 578, 510, 564, 509, 508]"
"438","b19","538","[628, 536, 18747, 662, 626, 686, 567, 1053, 564, 572]"
"439","b19","549","[778, 837, 1233]"
"440","b19","552","[808]"
"441","b33","b43","[31, 30, 390]"
"442","b33","535","[509, 1012, 508, 953, 513, 449, 329, 595, 450]"
"443","b33","538","[569, 477, 537, 538, 509, 508, 479]"
"444","b33","549","[719, 677, 715, 748]"
"445","b33","552","[749]"
"446","b43","535","[478, 1058, 417, 396]"
"447","b43","538","[538, 448, 537, 597, 509, 444, 510]"
"448","b43","549","[688, 1173]"
"449","b43","552","[718]"
"450","535","549","[210, 180, 179, 269]"
"451","535","552","[240, 239, 209]"
"452","538","549","[150, 210, 180, 239, 179, 120, 209, 149]"
"453","538","552","[180, 240, 269, 210]"
"454","549","552","[30, 89]"
"455","552","552","[0, 59, 134, 120, 69, 60]"
"456","544","533","[120, 119, 89, 179, 150, 927, 117, 176, 210, 270]"
"457","544","b41","[602, 744, 480]"
"458","544","b17","[688, 706, 958, 683, 805, 676]"
"459","544","b7","[748, 898, 928]"
"460","533","531","[90, 119, 60, 268, 30, 238, 14, 136, 59, 205, 31, 34, 508, 313, 41, 262, 80]"
"461","533","b41","[482, 447, 419, 390]"
"462","533","b17","[568, 685, 588, 508, 509, 745, 643, 986, 657]"
"463","533","b7","[628, 909, 1046]"
"464","531","b41","[392, 328, 388, 419, 863, 357, 447, 475, 389, 418, 417, 479, 458, 360]"
"465","531","b17","[478, 510, 518, 477, 506, 581, 988, 778, 538, 569, 1163, 599, 508, 507, 537, 448, 539, 933, 925, 472, 600, 450, 469, 466]"
"466","531","b7","[538, 774, 597, 773, 649, 1016, 627, 568, 655, 595, 510]"
"467","b41","b17","[86, 90, 196, 91, 119, 89, 120, 329, 454, 330]"
"468","b41","b7","[146, 523, 269, 209, 329]"
"469","b17","b7","[60, 148, 390, 59, 658, 178, 120, 209, 80, 119, 150, 239, 210, 126, 179, 240, 925, 212, 1890, 206, 76, 539, 4262]"
"470","509","509","[0, 60, 120, 90, 59, 149, 69, 89, 119, 124, 268, 74, 209, 509, 180, 61, 330, 30, 239, 68, 536, 238, 298, 143, 270, 150, 210, 128, 58, 44, 360, 81, 147, 606]"
"471","509","516","[150, 60, 149, 59, 90, 89, 119, 179, 328, 134, 66, 269, 120, 180, 209, 130, 73, 358, 270, 142, 128, 68, 70, 61, 127, 193, 420, 726, 57]"
"472","509","b31","[598, 538, 567, 686, 656, 537, 358, 559, 449, 479, 568, 1193, 955, 895, 540, 360, 300, 497]"
"473","509","b26","[628, 635, 486, 426, 716, 597, 506, 596, 478, 389, 659, 477, 329, 539]"
"474","516","516","[0, 477, 179, 60, 269, 390, 89, 120, 73, 330, 13]"
"475","516","b31","[448, 422, 477, 449, 539, 835, 469, 840, 487, 457, 510, 480, 565, 421]"
"476","516","b26","[478, 598, 545, 657, 509, 502, 537, 447, 449, 719, 658, 448, 329, 479, 418, 269, 531]"
"477","b31","b26","[30, 210, 150, 59, 60, 29, 363]"
"478","b19","536","[520, 600, 539, 457, 567, 507, 630, 535, 479]"
"479","b19","542","[580, 683, 746, 656]"
"480","b33","b45","[30, 598, 60, 462, 31, 59]"
"481","b33","536","[460, 447, 468, 419, 299, 537]"
"482","b33","542","[520]"
"483","b45","536","[430, 447, 511, 1272, 300, 443, 478, 798, 376]"
"484","b45","542","[490, 558, 587, 658, 567, 627, 608, 648]"
"485","536","536","[0, 149, 1811, 60, 390, 330]"
"486","536","542","[60, 70, 83, 207, 59, 119, 210, 58, 1316, 61, 90, 120]"
"487","553","550","[59, 60, 107, 176]"
"488","545","536","[120, 149, 269, 209, 145, 268, 179, 119, 180, 270, 193, 195, 150, 208, 299, 133, 122, 178]"
"489","545","b31","[658, 626, 716]"
"490","545","b20","[718, 740]"
"491","536","b31","[538, 478, 835, 685, 508, 955, 569, 510]"
"492","536","b20","[598, 537, 609]"
"493","b31","b20","[60]"
"494","b6","b1","[120, 299, 30, 382, 123, 119, 59, 149, 113, 425, 90, 8887, 31, 121, 180]"
"495","b6","b30","[210, 89, 209, 246, 239, 119, 2964, 120, 107]"
"496","b6","p6","[329, 527, 119, 209, 238, 149, 179, 208, 150, 120, 237, 1117, 240, 3344, 599, 270, 726, 239, 137, 1380]"
"497","b1","b30","[90, 89, 518, 328, 359, 73, 70, 188]"
"498","b30","p6","[119, 58, 30, 60, 477, 59, 521, 77, 16, 20, 429, 3533, 854, 151, 10772, 29, 5337, 118]"
"499","p6","b47","[60, 89, 3156, 141, 120, 51, 59, 104, 90, 3637, 1338, 3858, 117, 134, 99, 3706, 164, 41853, 1305, 18113, 3018, 1451, 884, 64, 150, 121, 96, 3472, 269, 102, 14678, 3179, 2113, 600, 1104, 2757, 773, 255, 870]"
"500","b47","b47","[0, 199, 89, 149, 449, 60, 1, 59]"
"501","p2","b17","[9246, 178, 268, 150, 12471, 60, 90, 181, 83, 120, 1452, 278, 691, 209, 141, 119, 1264, 1175, 122, 239, 179, 269, 149, 911, 782, 752, 1667, 154, 1838, 59, 80, 86, 75, 261, 1410, 180, 3360, 210]"
"502","p2","b44","[9336, 208, 531, 210, 220, 179, 180, 150]"
"503","p2","532","[9800, 2938, 2878, 598]"
"504","p2","539","[9860, 658]"
"505","b17","b44","[90, 359, 149, 89, 120, 119, 143, 147, 358, 93, 130, 98]"
"506","b17","532","[554, 2544, 453, 577, 478, 497, 567, 448, 309]"
"507","b17","539","[614, 569, 572, 2604, 512, 659, 577, 3034]"
"508","b44","532","[464, 419, 929, 418, 449, 407, 389, 330]"
"509","b44","539","[524, 537, 447, 599, 479, 509, 390]"
"510","532","539","[60, 59, 119, 358, 90, 70, 89, 106, 183, 243, 179, 150, 61, 52, 120, 255]"
"511","539","532","[150, 119, 59, 60, 147, 180, 178, 90, 82, 127, 81, 286, 209, 149, 68, 79, 89, 69, 239, 210, 62, 700, 58, 136]"
"512","539","b41","[659, 536, 446, 477, 658, 538, 479, 507, 569, 509, 599, 532, 534, 557]"
"513","539","b26","[719, 652, 722, 509, 638, 566, 569, 602, 598, 539, 632]"
"514","539","b17","[749, 687, 768, 655, 657, 1044, 597, 536, 566, 588, 778, 718, 568, 646, 1048, 569, 707, 719, 623, 898, 763, 598, 596, 805, 585, 1053]"
"515","532","b41","[509, 478, 476, 449, 388]"
"516","532","b26","[569, 538, 417, 737, 479, 539]"
"517","532","b17","[599, 540, 686, 595, 528, 718, 508, 569, 537, 545, 539]"
"518","b41","b26","[60, 68]"
"519","b26","b17","[30, 4465, 330, 3929]"
"520","p2","b30","[21290, 270, 119, 2801, 2771, 120, 189, 209, 495, 240, 180, 253, 1776, 179, 2403, 328, 268, 178, 135]"
"521","b26","b30","[30, 23, 89, 59, 60, 31, 712, 86, 329, 22]"
"522","b22","b22","[0, 60]"
"523","b22","531","[473]"
"524","b22","539","[539, 599, 536, 626, 506, 568, 520, 526, 611]"
"525","550","551","[60, 59, 95, 30, 7, 108]"
"526","550","541","[300, 209, 149, 330, 270, 150, 269, 239, 111, 240, 120]"
"527","550","537","[359, 269, 209, 329, 328, 180, 270]"
"528","551","551","[0, 60, 90, 50]"
"529","551","541","[240, 119, 150, 179, 120]"
"530","551","537","[299, 270, 240, 167]"
"531","551","531","[359, 328, 269, 360, 249, 209, 329, 330, 240, 210, 270, 317, 775, 288, 266]"
"532","541","541","[0, 60, 30, 1, 150, 68, 38, 85, 107, 90, 1693, 180]"
"533","541","537","[59, 90, 80, 60, 120, 121, 61, 180, 210, 279, 158, 77, 64]"
"534","541","531","[119, 269, 180, 210, 209, 196, 192, 149, 179, 200, 170, 120, 118, 90, 208, 150, 131, 240, 215, 299, 220, 127, 138, 140, 89, 202, 98, 72, 229, 137]"
"535","537","531","[60, 120, 209, 119, 149, 338, 59, 89, 449, 90, 142, 202, 58, 44, 150, 210, 180, 111, 147, 107, 57, 330, 305, 105, 56, 61, 50]"
"536","314","315","[54, 89, 60, 57, 239, 119, 59, 30, 68, 269, 90, 524, 66]"
"537","314","b17","[264, 209, 149, 223, 268, 119, 508, 261, 296, 150, 373, 180, 179, 509, 269, 298, 239, 192, 480, 175, 167, 540, 451, 240, 158, 712, 120, 703]"
"538","315","315","[0, 60, 179, 79, 59, 389, 72, 89, 30, 90, 149, 26, 142, 300]"
"539","315","b17","[210, 209, 238, 178, 208, 535, 476, 329, 239, 243, 549, 240, 269, 222, 179, 270, 479, 201]"
"540","p1","p1","[0, 30, 60, 90, 84, 80]"
"541","p1","b6","[205, 137, 128, 343, 254, 120, 117]"
"542","b8","b17","[60, 59, 70, 132, 119, 120, 1563, 89, 84, 179, 149, 99, 215, 90, 153, 126, 240, 150, 65, 390, 180]"
"543","323","b8","[178, 203, 120, 179, 329, 201, 1526, 122]"
"544","323","b17","[237, 136, 5666, 149, 255, 209, 211, 180, 575, 191]"
"545","322","b8","[118, 149, 150, 206, 210, 90, 121, 120, 147, 537, 133]"
"546","322","b17","[177, 1358, 5995, 209, 238, 239, 180, 206, 240]"
"547","322","b29","[268, 358, 223]"
"548","322","p5","[328, 313]"
"549","b8","b29","[119, 149, 4334, 179, 427, 275, 210, 209, 120, 122, 180, 90]"
"550","b8","p5","[179, 209, 208, 44598, 327, 328, 503, 210, 269, 150, 149, 5071, 6702, 239, 733, 673, 342, 240, 195, 180, 270]"
"551","b19","b77","[119, 299, 90, 89, 120, 328, 179, 240, 2448]"
"552","b77","b77","[0, 149, 89, 60, 30, 73]"
"553","b18","b2","[60, 714, 120, 275, 59, 149, 89, 170, 239, 240, 74, 54, 131, 270, 76, 269, 51, 90, 67, 150, 62, 69]"
"554","b7","b1","[119, 60, 386, 120, 149, 179, 150, 210, 112, 52, 90]"
"555","b7","b19","[149, 137, 60, 119, 179, 59, 150, 657, 160, 180, 144, 80, 120, 90, 127, 210, 98]"
"556","b1","b19","[30, 29, 46, 59, 40, 526, 60, 149, 270, 272, 510, 180, 1465, 5054, 920, 150]"
"557","328","330","[120, 119, 149, 89, 150, 90, 255, 205, 204, 179, 75, 74]"
"558","328","531","[419, 476, 982, 584, 120, 449, 119, 98, 1123]"
"559","328","535","[478, 2492]"
"560","328","539","[538, 536, 893, 571, 178, 897, 210, 270, 180, 205]"
"561","328","534","[598, 447, 119, 880, 120]"
"562","330","330","[0, 89, 53]"
"563","330","531","[299, 330, 326, 358, 307, 368, 953, 390]"
"564","330","535","[358, 401, 354]"
"565","330","539","[418, 386, 867, 450]"
"566","330","534","[478, 418]"
"567","531","534","[179, 59, 30, 119, 120, 149, 388, 29, 239, 192, 71, 263, 203, 60, 90, 150, 300, 1280, 66]"
"568","535","539","[60, 66, 90, 210, 120, 119, 59, 122, 89, 419, 52, 34, 183, 58, 353]"
"569","535","534","[120, 60, 149, 209, 374, 57, 295, 59, 720]"
"570","b28","b8","[239, 113, 176, 269, 545, 210]"
"571","b28","b24","[328]"
"572","b10","b8","[60, 389, 3844, 17, 2572, 52, 119, 149, 178, 59, 122, 69, 90, 67, 336, 198, 113, 30, 66, 85]"
"573","b8","b24","[89, 172, 113, 179, 209, 119, 90, 180, 291]"
"574","b24","b29","[60, 827, 22, 83, 90, 150, 75, 59, 95, 359, 87]"
"575","b47","b25","[30, 213, 60, 89, 43, 29, 31, 68, 179, 78, 93, 7465, 538, 74]"
"576","b47","p2","[120, 152, 149, 239, 298, 127, 89, 179, 329, 320, 60]"
"577","b25","p2","[90, 74, 71, 120, 61]"
"578","p2","b1","[180, 120, 179, 209, 631, 89, 145, 149, 10550, 160, 4509, 286, 7297]"
"579","p2","b23","[368, 240, 210, 120, 328, 239]"
"580","b1","b23","[188, 89, 13841, 82]"
"581","b30","b23","[98, 179, 13931, 119, 180, 1887, 240]"
"582","535","541","[60, 412, 71, 569, 90, 52, 429]"
"583","535","543","[150, 68, 86, 119, 89, 149, 209, 120, 210, 121]"
"584","535","540","[209, 59, 60, 67, 53, 61, 52]"
"585","535","531","[329, 60, 95, 119, 40, 199, 90, 239, 30, 269, 688, 179, 87, 75, 209, 151, 44, 147, 177, 121]"
"586","535","b32","[748, 479, 777, 509]"
"587","535","p5","[808, 539, 445, 448, 718, 3328, 3373, 569, 479, 458, 450]"
"588","541","543","[90, 60, 59, 119, 330, 150, 52, 752, 1063, 14, 491]"
"589","541","540","[149, 59, 60, 90, 97, 8, 44, 136, 61, 50, 120, 1573, 114, 73]"
"590","541","535","[209, 60, 68, 119, 58, 149, 122, 389, 179, 120, 90, 59, 136, 167, 61, 75, 54, 52, 133]"
"591","541","b32","[688, 447, 628, 686]"
"592","541","p5","[748, 587, 506, 658, 539, 958, 1048, 1108, 810, 870]"
"593","543","540","[59, 60, 149, 30, 61, 821, 510, 1137, 52, 300, 98]"
"594","543","535","[119, 174, 107, 90, 120, 210, 149, 96, 60, 151, 158]"
"595","543","531","[179, 150, 180, 120, 149, 119, 148, 209, 90, 389, 137, 269, 508, 160, 194, 419, 116, 198, 270, 112]"
"596","543","b32","[598, 957, 718, 540, 510]"
"597","543","p5","[658, 595, 1017, 778, 898, 599, 578, 624]"
"598","540","535","[60, 59, 67, 120, 479, 62, 76, 145, 618, 99]"
"599","540","531","[120, 119, 89, 238, 269, 448, 122, 82, 90, 111, 150, 210, 149, 180, 209, 419, 359, 134, 59, 118]"
"600","540","b32","[539]"
"601","540","p5","[599, 596, 639, 689]"
